date,text,subjectivity,polarity,cluster_pred,tweet,similarity_cluster
2020-04-21 23:43:59+00:00,"""I’m not looking for American heroism,"" the economist Jeffrey Sachs said. ""I’m looking for the United States not to be among the most destructive forces on the planet right now.""",0.4089285714285714,0.04642857142857143,0,"""I’m not looking for American heroism,"" the economist Jeffrey Sachs said. ""I’m looking for the United States not to be among the most destructive forces on the planet right now.""",1
2020-04-21 23:36:17+00:00,"Asked about Georgia opening tattoo parlors, nail salons and other businesses where people have to be close, Trump said, ""Are they doing testing before they go in? We have to find that out."" He said he's going to be asking Kemp. (No, nail salons aren't doing coronavirus testing.)",0.375,-0.125,0,"Asked about Georgia opening tattoo parlors, nail salons and other businesses where people have to be close, Trump said, ""Are they doing testing before they go in? We have to find that out."" He said he's going to be asking Kemp. (No, nail salons aren't doing coronavirus testing.)",0
2020-04-21 23:32:13+00:00,"President Trump blasted #harvarduniversity for getting #coronavirus aid but school says: “Harvard did not apply for, nor has it received any funds through the U.S. Small Business Administration’s Paycheck Protection Program.” Harvard got CARES Act $for struggling students",0.65,-0.425,3,"President Trump blasted #harvarduniversity for getting #coronavirus aid but school says: “Harvard did not apply for, nor has it received any funds through the U.S. Small Business Administration’s Paycheck Protection Program.” Harvard got CARES Act $for struggling students",0
2020-04-21 23:20:57+00:00,"In front of White House, nurses read names of colleagues killed by coronavirus ",0.0,-0.1,2,"In front of White House, nurses read names of colleagues killed by coronavirus ",5
2020-04-21 22:44:07+00:00,Great insight from #tiger from #genpact,0.75,0.8,1,Great insight from #tiger from #genpact,1
2020-04-21 22:34:23+00:00,If the Coronavirus is so deadly and spreading rapidly in America why are people mad that President Trump is suspending immigration for 60 days ? SERIOUS QUESTION! Can someone please help me understand? #ImmigrationBan,0.6888888888888888,-0.4138888888888889,3,If the Coronavirus is so deadly and spreading rapidly in America why are people mad that President Trump is suspending immigration for 60 days ? SERIOUS QUESTION! Can someone please help me understand? #ImmigrationBan,0
2020-04-21 22:34:23+00:00,If the Coronavirus is so deadly and spreading rapidly in America why are people mad that President Trump is suspending immigration for 60 days ? SERIOUS QUESTION! Can someone please help me understand? #ImmigrationBan,0.6888888888888888,-0.4138888888888889,3,If the Coronavirus is so deadly and spreading rapidly in America why are people mad that President Trump is suspending immigration for 60 days ? SERIOUS QUESTION! Can someone please help me understand? #ImmigrationBan,0
2020-04-21 22:34:23+00:00,If the Coronavirus is so deadly and spreading rapidly in America why are people mad that President Trump is suspending immigration for 60 days ? SERIOUS QUESTION! Can someone please help me understand? #ImmigrationBan,0.6888888888888888,-0.4138888888888889,3,If the Coronavirus is so deadly and spreading rapidly in America why are people mad that President Trump is suspending immigration for 60 days ? SERIOUS QUESTION! Can someone please help me understand? #ImmigrationBan,0
2020-04-21 22:34:23+00:00,If the Coronavirus is so deadly and spreading rapidly in America why are people mad that President Trump is suspending immigration for 60 days ? SERIOUS QUESTION! Can someone please help me understand? #ImmigrationBan,0.6888888888888888,-0.4138888888888889,3,If the Coronavirus is so deadly and spreading rapidly in America why are people mad that President Trump is suspending immigration for 60 days ? SERIOUS QUESTION! Can someone please help me understand? #ImmigrationBan,0
2020-04-21 22:34:20+00:00,"President Trump on the coronavirus possibly having a second wave after re-openings: ""I really believe we will be able to put out the fires. It's like fires. And we've learned a lot.""",0.45625,0.175,3,"President Trump on the coronavirus possibly having a second wave after re-openings: ""I really believe we will be able to put out the fires. It's like fires. And we've learned a lot.""",0
2020-04-21 22:30:14+00:00,"Trump just now: ""You know, not everybody wants to do such significant testing. Testing is good in some cases, and in some cases it's not."" NBC News: Experts say coronavirus testing must double or triple before the U.S. can safely reopen. ",0.4291666666666667,0.2958333333333333,0,"Trump just now: ""You know, not everybody wants to do such significant testing. Testing is good in some cases, and in some cases it's not."" NBC News: Experts say coronavirus testing must double or triple before the U.S. can safely reopen. ",2
2020-04-21 22:23:37+00:00,"Trump not sounding as certain as he once was about hydroxychloroquine, responding that he will look at new VA study showing the drug is not effective against coronavirus: “always willing to take a look.”",0.6439935064935065,0.07516233766233768,3,"Trump not sounding as certain as he once was about hydroxychloroquine, responding that he will look at new VA study showing the drug is not effective against coronavirus: “always willing to take a look.”",0
2020-04-21 22:20:31+00:00,Dr. Birx says that the U.S. has one of the lowest coronavirus mortality rates in the world ,0.0,0.0,2,Dr. Birx says that the U.S. has one of the lowest coronavirus mortality rates in the world ,5
2020-04-21 22:16:38+00:00,"Birx: US has one of the lowest Coronavirus death rates in the world, credits frontline healthcare workers.",0.0,0.0,2,"Birx: US has one of the lowest Coronavirus death rates in the world, credits frontline healthcare workers.",5
2020-04-21 22:16:07+00:00,According to several officials Rick Bright who is a leading vaccine development expert and the director of the Biomedical Advanced Research and Development Authority (BARDA) has left his position.,0.35,0.275,0,According to several officials Rick Bright who is a leading vaccine development expert and the director of the Biomedical Advanced Research and Development Authority (BARDA) has left his position.,1
2020-04-21 22:16:00+00:00,GOP senator who pushed 'miracle' drug to treat coronavirus rejects study showing it actually may lead to increased deaths ,0.1,0.0,2,GOP senator who pushed 'miracle' drug to treat coronavirus rejects study showing it actually may lead to increased deaths ,1
2020-04-21 22:10:12+00:00,"I was hearing a lot of chatter about a last-minute push today to insert a provision into the current coronavirus bill to prevent banks &amp; debt collectors from seizing the $1,200 checks Update: The measure did not make it into the legislation ",0.4,0.0,0,"I was hearing a lot of chatter about a last-minute push today to insert a provision into the current coronavirus bill to prevent banks &amp; debt collectors from seizing the $1,200 checks Update: The measure did not make it into the legislation ",5
2020-04-21 23:22:56+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-21 23:22:56+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-21 23:22:56+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-21 23:22:56+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-21 23:22:56+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-20 15:34:24+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-20 15:34:24+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-20 15:34:24+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-20 15:34:24+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-20 15:34:24+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-18 15:34:44+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-18 15:34:44+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-18 15:34:44+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-18 15:34:44+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-18 15:34:44+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-17 15:31:42+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-17 15:31:42+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-17 15:31:42+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-17 15:31:42+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-17 15:31:42+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-16 15:35:04+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-16 15:35:04+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-16 15:35:04+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-16 15:35:04+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-16 15:35:04+00:00,Holding a briefing with updates on #Coronavirus. Watch Live: ,0.5,0.13636363636363635,3,Holding a briefing with updates on #Coronavirus. Watch Live: ,7
2020-04-21 23:20:05+00:00,"The coronavirus pandemic could further threaten press freedom around the world, according to this year’s World Press Freedom Index. The report says the U.S. and Brazil are becoming models of hostility toward the news media. ",0.675,0.225,3,"The coronavirus pandemic could further threaten press freedom around the world, according to this year’s World Press Freedom Index. The report says the U.S. and Brazil are becoming models of hostility toward the news media. ",5
2020-04-21 23:17:26+00:00,"#Corona blog 37 NJ Cses/Dths 92,387/4,753 North NJ is past peak, but virus is spreading south, causes 5 Central NJ hosps to hit capacity Storm shuts test centers today 2 patients recover after getting experimental plasma therapy Pic: Break the rules and you get your park closed!",0.25,-0.06875,0,"#Corona blog 37 NJ Cses/Dths 92,387/4,753 North NJ is past peak, but virus is spreading south, causes 5 Central NJ hosps to hit capacity Storm shuts test centers today 2 patients recover after getting experimental plasma therapy Pic: Break the rules and you get your park closed!",1
2020-04-21 23:17:26+00:00,"#Corona blog 37 NJ Cses/Dths 92,387/4,753 North NJ is past peak, but virus is spreading south, causes 5 Central NJ hosps to hit capacity Storm shuts test centers today 2 patients recover after getting experimental plasma therapy Pic: Break the rules and you get your park closed!",0.25,-0.06875,0,"#Corona blog 37 NJ Cses/Dths 92,387/4,753 North NJ is past peak, but virus is spreading south, causes 5 Central NJ hosps to hit capacity Storm shuts test centers today 2 patients recover after getting experimental plasma therapy Pic: Break the rules and you get your park closed!",1
2020-04-21 23:17:26+00:00,"#Corona blog 37 NJ Cses/Dths 92,387/4,753 North NJ is past peak, but virus is spreading south, causes 5 Central NJ hosps to hit capacity Storm shuts test centers today 2 patients recover after getting experimental plasma therapy Pic: Break the rules and you get your park closed!",0.25,-0.06875,0,"#Corona blog 37 NJ Cses/Dths 92,387/4,753 North NJ is past peak, but virus is spreading south, causes 5 Central NJ hosps to hit capacity Storm shuts test centers today 2 patients recover after getting experimental plasma therapy Pic: Break the rules and you get your park closed!",1
2020-04-21 23:17:26+00:00,"#Corona blog 37 NJ Cses/Dths 92,387/4,753 North NJ is past peak, but virus is spreading south, causes 5 Central NJ hosps to hit capacity Storm shuts test centers today 2 patients recover after getting experimental plasma therapy Pic: Break the rules and you get your park closed!",0.25,-0.06875,0,"#Corona blog 37 NJ Cses/Dths 92,387/4,753 North NJ is past peak, but virus is spreading south, causes 5 Central NJ hosps to hit capacity Storm shuts test centers today 2 patients recover after getting experimental plasma therapy Pic: Break the rules and you get your park closed!",1
2020-04-21 23:13:13+00:00,Not sure if true #GatesHacked #coronavirus ,0.7694444444444444,0.04999999999999999,1,Not sure if true #GatesHacked #coronavirus ,1
2020-04-21 23:08:45+00:00,"On Friday, @mviser and I began asking Michigan about the contracts they had awarded to firms with prominent Democratic ties to collect health data and track coronavirus. There were various answers and statements. Now the Whitmer admin has cancelled them. ",0.75,0.25,1,"On Friday, @mviser and I began asking Michigan about the contracts they had awarded to firms with prominent Democratic ties to collect health data and track coronavirus. There were various answers and statements. Now the Whitmer admin has cancelled them. ",1
2020-04-21 23:02:07+00:00,Holding a briefing at 7:15 PM ET on #Coronavirus. Watch here: ,0.0,0.0,2,Holding a briefing at 7:15 PM ET on #Coronavirus. Watch here: ,7
